,song_uri,name,cluster
0,3TMUdD9vE4DoqDYi7VXStt,Fool's Gold,0
2,0CJvDUBeEL1Rmpx7MH28CQ,For You,1
3,3GRSqlALWISqLeNncZMbpX,Mean It,1
5,6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,0
6,649o53ULWYN1y7V2OI5kgo,Heat of the Summer,2
7,03ARE7xKtbCVV2GE5j0IWq,Make Us Never Happen,1
8,2a3dopgTF1q4rMVDJ1rwBU,Push My Luck,1
9,78rFhTXf81WtRS7Ubl2f4V,Lucky,1
11,65ds47DOh963oroiiBChZ9,"Sunshine on My Shoulders - ""Greatest Hits"" Version",0
13,3D8dwH690MXQRhtIZTSS9c,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",0
14,2r8MLH3Zwro67ElDDqth1r,"Starwood In Aspen - ""Greatest Hits"" Version",1
15,4J0DbyODwZJcmIAiTSJfMF,Annie's Song,0
17,7E5UxJ0cGdN2cKlzNBobaY,Whitehouse Road (Live),0
18,2kZZq09uK0oR9wwYJvgacb,Paint Me a Birmingham,0
19,5Fli1xRi01bvCjsZvKWro0,Houdini,1
20,1bqrRn1pJWowNLA5N9L6uW,Meet Me in the Woods,2
22,26uHwSHlaK5mskSMhbRod3,Luckiest Man,0
23,5n0CTysih20NYdT2S0Wpe8,Trouble,2
24,0KZej3Y54GEMBmlc6MTHGy,Wild Montana Skies,1
25,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,2
26,2RZG69vGcBkMGZQf7JiO3v,You Are Losing Me,1
28,3X01VeoR0GckfiXlFRrJmF,Home,0
29,4P6g8wuXeR3wznFk7WnI4w,Losing Me,0
30,0lsRatBUs9HNIZAmoGABzk,Trampoline,0
31,2b8fOow8UzyDFAE27YhOZM,Memories,1
32,18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),0
33,4CxFN5zON70B3VOPBYbd6P,you were good to me,1
34,1pyGo7knT3LE2I1FJIrwdX,Stacy,1
35,6dXkSrHXcyVbTvzUoXqtzk,How To Be Human,1
36,7C39RtGhnEw7cyf0Pyw7PV,Saint-Tropez,0
37,2zkhW5YaOPPaPgNWXmjTjF,Come Around,2
38,06s1TISabJ5Kk1gaE8i9GJ,Whatever USA,2
40,736B63TZx939yQZUXl7TMa,October,1
43,6ERZ30cRjVWGtVLhczX9aL,The greatest,2
44,4UyAtnwhaKv7EG1BdkBYRI,Ready To Let Go,1
45,3eRUV5XlsGW72Q7hcneLpY,Senorita,0
46,4qUtC2BwFC154Ha8YQRrkk,How to disappear,2
48,3hwQhakFwm9soLEBnSDH17,Venice Bitch,2
49,3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,2
51,5ZhvIEpk5yURoZ6xAQzNZM,Always Been You,2
53,2KYQ3NrpKTATXq0v1XtHoP,Easton & Main,0
54,61vlvG3pr4djrXPtHPdXII,Don't Throw Out My Legos,0
55,2xrW6sZRmahuSAQMxO4BmJ,Rush,1
56,1jYp3erCalzBtKZSgl78a9,call me your love,1
57,6tOSnnwHqg14bFMmXBOFYT,breaking all the rules,2
58,2zY8W4sR9Zzf7M34IZbq6n,hungover sunday,1
59,2ejzLLkEgM6Tiw6zZnUOll,head first,0
62,0wUlGPa8He68F9TmLKdcL4,Simple & Sweet,1
63,2Wi63FW8aZbh4rNInRaXs1,Iron & Steel,0
64,4RtexJZ1OyRkDNlqVUt8Zt,Panama,1
66,4Lfm2t5ziUrBcVTfOKVipH,Love You More,1
67,59krMPfRgjLYmAkVA2gHl4,Cold Showers,0
68,14KP6cmTImZmrcAC5m0Azd,Call Me Back,1
70,4Wjhj0WjkyECccfHVIgaTq,Trust Issues,1
71,322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",1
72,7Eha3JBkA7xsMUEXng7lUP,We Gon Make It (feat. Meek Mill),2
73,5yK37zazHUe3WxEvymZs20,Bad Idea (feat. Chance the Rapper),2
74,3AK75yY57gkBbSPOqzn6GW,All Your'n,2
75,3EtyEzMpfKSaoVhPunvbRV,Leave Me Alone,3
76,6MHwMfBCNVCE49tBAVWNJK,Sun Come Down,1
78,2Jv5zlZ7iCZP7K1j26izha,5 Year Plan,1
79,5LWprrbySabBAMm0aE447a,Roo,1
80,01GmGxOPy22EdAZGC0X6q1,We Go High,1
81,67xBtV07CC73eFw7z5oCvU,Do You Remember,4
84,0cIZHBaBYJinNPzYLkv49W,Stay There,1
87,2SPqhlmGmYCM4oU4HGCnsx,She'd Say (with Ladysmith Black Mambazo),1
88,5A3fPy30SN2wuzrahpcxvV,"Don't Give Up On Me - (From ""Five Feet Apart"")",1
89,3Cn324qhZyTLKGgPeYPccP,Some Girl,0
90,3CAqTfkRgmImhxYDjyL6S7,I Found You,0
92,6beIOnfgv0HYyrHWv4AfgG,Soothsayer,1
93,3AF6JW5zzVmSkQWIKMVYqh,Stuck In Gravity,1
94,4HJf5RWQVUGxTViTQciKYr,Waiting For The Snow,2
96,5s2coZZQHU7IN6ErpXFula,Right Where You Should Be (feat. Ashe & Louis Futon),1
97,7hV7333ajQNI1J6R5C9A8c,Good Thing Go,1
99,5HlvBXlKNNorFbp43PEQ5B,Abel & Cain,1
100,2riezZC8Rzk86sqZPZ8qXv,When I Die,2
102,3a1Zmq0P1E6W80x8EOcVNP,Tough (feat. Noah Kahan),1
104,6SL7KzIA96f0HiKjuv7tED,U & Us,0
105,3vmsnZF4KPLjbDgZEqwTdL,Life Must Go On,1
106,5yU3w1RzMZpSWytWAU9iyN,Autopilot,1
107,5lEBksW3vntnNLDr2f5QUv,Holding Hands (feat. Elohim),0
108,51LIqkda3pTeECZUhMnool,Straightjacket,0
109,2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,0
110,0oVxGuRMnawFgA8aduocfc,Forever,0
113,7wTA0NKIm6T7nP2kaymU2a,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),0
114,3pZO6GoVPeSYDxxsH6vCdj,Sunset (with J. Cole feat. Young Nudy),0
115,6n3q5ybuUQFT97ddyuxsFh,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),1
116,03XfngWwNfhEjrnEga73Rg,"Swivel (with EARTHGANG) - From The Upcoming Album ""Mirrorland""",2
117,1OS9fNE87zO4Z696lBXriv,LamboTruck (with Cozz feat. REASON & Childish Major),0
118,6MF4tRr5lU8qok8IKaFOBE,Under The Sun (with J. Cole & Lute feat. DaBaby),0
119,5hXqurVR1oeDhMjDDtxPNa,Melee,0
121,4M16nvTxhR9VCrfj1JMc6I,Dying Alive,0
122,6RMryEPk1eidOmUwGuMUIV,heavy snow,0
123,6nCKkDLTbEEPcwG0TCgaM9,More Colors (feat. Chelsea Cutler),2
124,6dNeDBEc8g73FujFvrdf2Q,AF1s,3
125,2ou8RbZfSnESGe9YYC7xJ4,Snow In October,1
126,0VpD9PFYIPQAW4bKiGXv8Q,Love Is Alive,1
127,0aMHIW1lqrulVCx0LLlr6a,Cocoa Butter Kisses,0
129,4Sfa7hdVkqlM8UW5LsSY3F,Take a Walk,1
130,2TpZlmChocrfeL5J6ed70t,Kingdom Come,1
131,7KucgC6JOASHQ0qDtKeomv,To My Future Wife...,0
132,7hDVYcQq6MxkdJGweuCtl9,ocean eyes,0
134,6p9vTtbwiVHMahR5UwNI7k,Ungrateful Eyes,0
135,4haHhBncdQplfOJM0EyfEG,Spectacular Now,2
136,0pghPocTwFg6ckBUs52SQ8,Good Lord Lorrie,2
137,0XA9B3KXLmdgaQ2KcIJa3h,The Good In Me,0
138,5KSNxyuyp5K1kDT6LvX8oZ,80's Films,0
139,6dVcavGKwvUjk998frTljW,Weight Of The World,0
140,5CgFGKdTn8R5dXGEPEX6Gm,Luxury,2
141,647YDaQTk75guVjjMQQJt0,A Haunted House,2
142,0i4Zkb6Ts5JqLJIAMNzSSl,Pre-Occupied,1
143,6CES1554HcWMIVroJfmmBm,Way It Goes,0
144,6iCJCZqDJjmBxt07Oid6FI,Buttercup,1
146,4NzZbRu1J9V5KrH2ZFs3O4,Western Kids,1
147,2x5SB1jeGCtE6SOy69NdZT,Brown Eyed Girl,1
149,3hwGJn49kUbDP2gIgXHPKE,Divide,1
150,3a1DVjwshmHW9DR7pJMTaR,Find,1
151,7zGEU6BXl2c4TxpzIAr7BI,Never Leave Me (feat. Joe Janiak),2
152,6NVjujGb9fnl25fjzm5dTy,Freak (feat. Bonn),1
153,6EBlOYNcZ8MrdEov9lEdV6,Hold The Line (feat. A R I Z O N A),1
155,0HZgYFimoJG9Ijy8InUWcV,Bad Reputation (feat. Joe Janiak),1
156,0DiDStADDVh3SvAsoJAFMk,Only Human,1
157,0U9a0NZ8UQpnix2lBElFAx,Ladki Kyon,1
158,1ysAvOdJgUjc6CqOQxepaz,Money Made Me Do It,2
159,0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),0
160,6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),0
162,5ljQRsrBNTwiVCuGvpBicg,Meet Me in London,0
163,7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),1
165,1ZbAH4omZZb5KxVnHRQkAe,Giving Up Ground (feat. Quinn XCII),0
166,2ASZlR1pJ2q5UvrmgdgEgJ,You Make Me,1
168,5CalS8Gn69OOrR9aiw0ZO9,Honeybee,0
169,5tlu2nA8GxkDx8UTKG1rLV,People Need A Melody,2
170,2XBAkFYQyVNnwhGQVNxQKZ,See You Through My Eyes,2
172,0TzeZppPwhEhySYaNRulr9,please,1
173,4PkIDTPGedm0enzdvilLNd,Sixteen,1
174,42xW9NF3D8cmflJhmFYkUF,Mer av mig,0
177,2RWFncSWZEhSRRifqiDNVV,Run To You,0
178,2GqmEB1nvaeimGCPiTxiWY,How Can You Sleep at Night?,0
179,6XOkqE0l7midd8y5BC5yQH,Evil,1
180,7cM9Kqto11iJpY2RwgVJSq,Flare Guns,1
181,6C56edNssJGjkPi3BnrGwP,Team,2
182,4UbOwTSBizbJtTFqrBUGdM,Hell,0
183,48khCAQwGoX43sPlR87Rri,Someone Else,1
184,3i1kSF9lmVAvbt4LiPwkx8,Sleeping With Roses,2
186,5tVmNtMvCCABF6u2IyLLjX,Next Up Forever,1
187,3bjLCKsBNSFyx6Gfsb7X4h,love ride,2
188,2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),0
189,392snxgncTS2SKFgz64Lj3,Finale (Can't Wait To See What You Do Next),2
191,3HYgLawcb8IUGHHlHUQffN,The Entertainment's Here,2
192,5MKfN1QC8ZWKeQGDFJSxaq,Turning Out Pt. ii,2
193,7hBRNyuEkGR4qj5nTDGTry,Birthday Party,2
194,3TgPhPv7z0D4pQhH8iKmDW,The Reason,1
195,7qEKqBCD2vE5vIBsrUitpD,ilomilo,0
196,6CcJMwBtXByIz4zQLzFkKc,i love you,0
197,0tMSssfxAL2oV8Vri0mFHE,listen before i go,2
199,5e3vokINVx2oxBaEDPvhig,My Way,2
200,7ahYQRrOQSXJ5OhsLnpfU8,You're Not Missing Me,1
201,0uPBYnoltG0oiZ2bOTy7iI,Winse,1
202,6iRTYLWbxXtUz00KQIWiTN,By Myself,0
203,24zfbM3UORHzHmoMfaB5uM,Alive,0
204,2RPkGBuwcjJIgSYMJgOTD2,Forest Fire,2
205,43zdsphuZLzwA9k4DJhU0I,when the party's over,2
206,5lIat5pyge2yKkV20FlgQ7,Little Do You Know,1
207,1De8FIr9KBPm5owb0tmRKv,Something Different,1
208,4se7Lb1MkUZWj5DhC9CCNA,Lonely (feat. MAX) - Party Pupils Remix,1
210,3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),1
211,0NLBwQBYJhEM9t3KAMPFVR,Sold (The Grundy County Auction Incident),1
212,0XNu9Mqd7TLnKRNVHpe6T5,Candle,1
213,6nDKrPlXdpomGBgAlO7UdP,SOS,1
214,5N8rlaknKdZKyXCZKl3rQK,Har Ghoont Mein Swag,1
215,6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),0
216,2vsuel3g4zaLYSOY0mOMbi,Bad Luck,3
217,5A1w94uzc1kO1Zhe8WWxC3,Right Back,1
218,1WqLtczgKdbHFHhefOU0y7,Self,0
219,1NgCWYuBLfqBDA3b8MgSVU,Twenty One,1
220,2kAIpGWnlFLQh48iut6Zzq,Free Spirit,0
221,0HEckRWFSknIupbGzavk5d,Hundred,0
222,5BfMJ6iytQnu1r7iiCYSXe,Intro,2
223,65fbHxPPnRGPXaGN3PtpXd,Yeh Jo Des Hai Tera,0
224,5u9GhIkVEUe6ATuvzxZC3e,Coldhearted,1
225,2LRnH4i15xWu1cBlofOQ3j,Fly - Acoustic,0
226,0z4eTq4BtDiNN5IFQSUBau,About You Now,0
227,3YToI74MpP1RN2b2VYlhMQ,May I Have This Dance,1
228,7osb1eYuVpKsKJDMe6bodj,Runnin’ Home to You,2
229,72jGj8k9C7DIQesDYenUT3,Burnin' Up,1
230,6MjNilJCVKJq0LfFvo5jWJ,Fast,2
231,3i78lP1Y35m6Idgnbw9Fow,Infinity,1
232,2pwnEzgIzYL4AOw4ousjkB,Let the Games Begin,0
233,37zuIvk4KBkAxxLJsxJaHq,Would That I,0
234,5tCtCqWcXBf7eoIunSxlO8,Dinner & Diatribes,1
235,69WkwzVjQS4Dc8QQtpz0qM,Nobody,1
236,4byXh93siQtzKLdjKuJaAF,No Plan,2
237,5Apvsk0suoivI1H8CmBglv,Almost (Sweet Music),1
238,4y3OI86AEP6PQoDE6olYhO,Sucker,0
239,1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,4
240,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,0
241,5FAPJX7F7M5IBYwNrUIo7G,Game Plan (feat. Jon Bellion),1
242,524dq3zKwXrP4uPL6VwoWT,Yellow Lights,0
244,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,0
245,1Fo4OvzP9PThFKMeMIAEYu,Superhero,0
247,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,1
248,1ITmQCb2v9dRppSxruOb2q,Nervous - Acoustic,2
249,0uFehR61JaZQmGKhztycR5,Bitter Pill,0
250,6FRQf2Epe15kLCDXQGUbBb,Always,0
251,2VBNlb28YDWwa0F2sJvcoa,Hard To Do,2
252,11kDth1aKUEUMq9r1pqyds,5% TINT,0
253,4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,0
254,7wBJfHzpfI3032CSD7CE2m,STARGAZING,0
255,5ZtfujhQIVRZm2RMZPQ3iD,Only You,1
258,3QlF2ExmrRP0RM7ffv7y0Q,Lost Without You,4
260,5lRN4uMnqIpVAgWsopF6at,Saturday Nights REMIX,1
261,7e4KQkp5ZR1gXCAalRjX6B,Nights Like This (feat. Ty Dolla $ign),0
262,6pRkwu4Pt9d7Ki6g4ppOYj,Webbie (feat. Duke),2
263,4jnO4ztskhv3YkqgFnewtD,feelings fade,1
264,6zdO7yfGMdFzEaSYDaZgNf,Woke Up in Nashville,2
265,0aL04tpzW92i8kwRbSXO5v,u just can't be replaced (feat. rosabeales),0
266,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,0
267,7pnKWdgCxALV6FiGCsKYk2,Start It Over (feat. CVBZ & Shy Martin),1
268,60ecHoeQ4PHbubW7Gjdvcw,Hunger,0
269,6BFxwgQOv5RZvQngoaQ1ur,Human,0
270,4nnHOJqInr9r8c7RxuiT9j,Crystals,0
271,5JkUNbYSn06ghlmu0NRUMf,Lose You Too,0
272,25YvGDl2zSE0pH8jrMZ6aY,Therapy,1
273,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,1
274,0Veyvc3n9AcLSoK3r1dA12,Voices in My Head,1
275,18yllZD0TdF7ykcREib8Z1,I Did It,1
276,1Gno5IBUHh6vUKp4nxu2Yd,Love Drugs and Sex,0
277,2A4vCndSkZ3jd5nfh3a8gc,Skeezers,0
278,1srm5YnZiu7Ksnd2UTTmmk,Savage,4
279,3UhRsQVrELOATEiY7E9X2T,Come Closer (feat. Queen Naija),0
280,02CQH5capUYovYSiSiwKgX,Bosses and Workers (feat. Don Q and Trap Manny),0
281,3TwzcgoO6mbgX3E7Bn1RAy,The Reaper,0
282,3mUk1wiSBpiuK4oSSyDmTQ,Uptown / Bustdown (feat. PnB Rock and Lil Durk),1
283,0OAyZn9pGuuL2FJih1PM58,Billie Jean,0
284,5h66wqaGklsSa8eSxTwcJT,4 Min Convo (Favorite Song),1
286,6X7qcg95CAeJpTjtg1wooM,&burn (with Vince Staples),1
