,song_uri,name,cluster
0,3TMUdD9vE4DoqDYi7VXStt,Fool's Gold,0
2,0CJvDUBeEL1Rmpx7MH28CQ,For You,0
3,3GRSqlALWISqLeNncZMbpX,Mean It,0
5,6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,0
6,649o53ULWYN1y7V2OI5kgo,Heat of the Summer,0
7,03ARE7xKtbCVV2GE5j0IWq,Make Us Never Happen,0
8,2a3dopgTF1q4rMVDJ1rwBU,Push My Luck,0
9,78rFhTXf81WtRS7Ubl2f4V,Lucky,0
10,7gNRYLOwgmzMEpgXARSnX9,Leave Me (feat. Marc E. Bassy),1
11,65ds47DOh963oroiiBChZ9,"Sunshine on My Shoulders - ""Greatest Hits"" Version",0
12,76vp13w23FlAZaIqELW2UG,"What They Make Backroads For (HARDY feat. Tracy Lawrence, Jake Owen)",0
13,3D8dwH690MXQRhtIZTSS9c,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",0
14,2r8MLH3Zwro67ElDDqth1r,"Starwood In Aspen - ""Greatest Hits"" Version",0
15,4J0DbyODwZJcmIAiTSJfMF,Annie's Song,0
17,7E5UxJ0cGdN2cKlzNBobaY,Whitehouse Road (Live),0
18,2kZZq09uK0oR9wwYJvgacb,Paint Me a Birmingham,0
19,5Fli1xRi01bvCjsZvKWro0,Houdini,0
20,1bqrRn1pJWowNLA5N9L6uW,Meet Me in the Woods,0
21,2T5Ch09nefwckOu5NQvjIk,Carolina in My Mind,0
22,26uHwSHlaK5mskSMhbRod3,Luckiest Man,0
23,5n0CTysih20NYdT2S0Wpe8,Trouble,0
24,0KZej3Y54GEMBmlc6MTHGy,Wild Montana Skies,0
25,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,0
26,2RZG69vGcBkMGZQf7JiO3v,You Are Losing Me,0
28,3X01VeoR0GckfiXlFRrJmF,Home,0
29,4P6g8wuXeR3wznFk7WnI4w,Losing Me,0
30,0lsRatBUs9HNIZAmoGABzk,Trampoline,0
31,2b8fOow8UzyDFAE27YhOZM,Memories,0
32,18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),0
33,4CxFN5zON70B3VOPBYbd6P,you were good to me,0
34,1pyGo7knT3LE2I1FJIrwdX,Stacy,0
36,7C39RtGhnEw7cyf0Pyw7PV,Saint-Tropez,0
37,2zkhW5YaOPPaPgNWXmjTjF,Come Around,0
38,06s1TISabJ5Kk1gaE8i9GJ,Whatever USA,0
40,736B63TZx939yQZUXl7TMa,October,0
43,6ERZ30cRjVWGtVLhczX9aL,The greatest,0
44,4UyAtnwhaKv7EG1BdkBYRI,Ready To Let Go,0
45,3eRUV5XlsGW72Q7hcneLpY,Senorita,0
46,4qUtC2BwFC154Ha8YQRrkk,How to disappear,0
48,3hwQhakFwm9soLEBnSDH17,Venice Bitch,0
49,3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,0
51,5ZhvIEpk5yURoZ6xAQzNZM,Always Been You,0
53,2KYQ3NrpKTATXq0v1XtHoP,Easton & Main,0
54,61vlvG3pr4djrXPtHPdXII,Don't Throw Out My Legos,0
55,2xrW6sZRmahuSAQMxO4BmJ,Rush,0
56,1jYp3erCalzBtKZSgl78a9,call me your love,0
57,6tOSnnwHqg14bFMmXBOFYT,breaking all the rules,0
58,2zY8W4sR9Zzf7M34IZbq6n,hungover sunday,0
59,2ejzLLkEgM6Tiw6zZnUOll,head first,0
